Tên,Link
"Thủ tục thay đổi, bổ sung giấy đăng ký lưu hành vị thuốc cổ truyền (thay đổi nhỏ)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002465
Cấp giấy chứng nhận an toàn thực phẩm (Chứng thư) cho lô hàng thuỷ sản và sản phẩm thuỷ sản dùng làm thực phẩm xuất khẩu sản xuất tại các cơ sở trong danh sách ưu tiên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001309
"Thẩm định, phê duyệt báo cáo đánh giá tác động môi trường của các dự án thuộc thẩm quyền quyết định phê duyệt đầu tư của Bộ Xây dựng (trừ các dự án quy định tại Phụ lục III Nghị định số 18/2015/NĐ-CP)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003212
"Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Phòng khám đa khoa thuộc thẩm quyền của Bộ Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000447
"Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với bệnh viện thuộc Bộ Y tế, bệnh viện tư nhân hoặc thuốc các Bộ khác (trừ các bệnh viện thuộc Bộ Quốc phòng) và áp dụng đối với trường hợp khi thay đổi hình thức tổ chức, chia tách, hợp nhất, sáp nhập",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000979
"Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Phòng khám chuyên khoa thuộc thẩm quyền của Bộ Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001672
"Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Phòng chẩn trị y học cổ truyền thuộc thẩm quyền của Bộ Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001690
"Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Nhà Hộ Sinh thuộc thẩm quyền của Bộ Y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001713
"Điều chỉnh thông tin trong hồ sơ công bố đủ điều kiện mua bán trang thiết bị y tế loại B, C, D",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000982
Công bố đủ điều kiện sản xuất trang thiết bị y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003006
Cấp Giấy chứng nhận đăng ký hoạt động kiểm định trang thiết bị y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002151
"Cấp bổ sung, sửa đổi Giấy chứng nhận đăng ký hoạt động kiểm định trang thiết bị y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002294
Cấp lại Giấy chứng nhận đăng ký hoạt động kiểm định trang thiết bị y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002301
"Công bố đủ điều kiện mua bán trang thiết bị y tế thuộc loại B, C, D",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003039
Cấp giấy phép hoạt động báo in,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004484
Cấp đổi Giấy chứng nhận cơ sở an toàn dịch bệnh động vật (trên cạn hoặc thủy sản),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003598
Cấp Giấy chứng nhận cơ sở an toàn dịch bệnh động vật thủy sản,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003678
"Cấp lại Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh nông, lâm, thủy sản (trường hợp trước 06 tháng tính đến ngày Giấy chứng nhận ATTP hết hạn)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003153
"Cấp giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất thực phẩm, kinh doanh dịch vụ ăn uống thuộc thẩm quyền của Ủy ban nhân dân cấp tỉnh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002425
Cấp giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm đối với các cơ sở sản xuất thực phẩm thuộc thẩm quyền Bộ Y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005438
"Thẩm định, cấp Giấy chứng nhận đủ điều kiện an toàn thực phẩm cơ sở sản xuất kinh doanh thực phẩm thuỷ sản để bổ sung Danh sách xuất khẩu",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003540
Điều chỉnh giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003095
Cấp lại giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính (không có trong QĐ này -> bãi bỏ TTHC),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003105
Cấp giấy phép khảo nghiệm thuốc thú y,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003537
"Thủ tục cấp chứng thư số cho thiết bị, dịch vụ, phần mềm",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001925
"Thủ tục cấp chứng thư số cho cơ quan, tổ chức",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002039
"Thủ tục cấp chứng thư số cho người có thẩm quyền của cơ quan, tổ chức theo quy định của pháp luật về quản lý và sử dụng con dấu, người có chức danh nhà nước",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003322
Thủ tục cấp chứng thư số cho cá nhân,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003330
Thủ tục cấp lại giấy phép thành lập và công nhận điều lệ quỹ.,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001492
Thủ tục cấp lại giấy phép thành lập và công nhận điều lệ quỹ (Cấp tỉnh),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003916
Thủ tục cấp lại Giấy phép sử dụng vật liệu nổ công nghiệp sau khi hết thời hạn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002892
Thủ tục cấp lại Giấy phép sử dụng vật liệu nổ công nghiệp do bị mất hoặc cấp đổi do bị hư hỏng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002896
Thủ tục điều chỉnh Giấy phép sử dụng vật liệu nổ công nghiệp,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004898
Cấp phép nhập khẩu các chất làm suy giảm tầng ô-dôn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000288
Cấp mới Giấy chứng nhận hoạt động chứng nhận,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003696
"Thủ tục sửa đổi, bổ sung/ cấp lại Giấy phép sản xuất, gia công quân phục cho lực lượng vũ trang nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002808
"Thủ tục sửa đổi, bổ sung/ cấp lại Giấy phép gia công hàng hóa xuất khẩu, nhập khẩu theo giấy phép",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002853
"Thủ tục cấp Giấy phép gia công hàng hóa đối với hàng hóa xuất khẩu, nhập khẩu theo giấy phép",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001189
"Thủ tục cấp Giấy phép sản xuất, gia công quân phục cho các lực lượng vũ trang nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001192
Chỉ định cơ sở kiểm nghiệm thực phẩm phục vụ quản lý nhà nước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003111
"Cho phép thành lập ngân hàng mô trực thuộc Bộ Y tế, ngân hàng mô thuộc bệnh viện, viện, trường đại học y, dược trực thuộc Bộ Y tế hoặc thuộc các Bộ, cơ quan ngang Bộ",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001947
"Cho phép thành lập ngân hàng mô trực thuộc Sở Y tế, và thuộc bệnh viện trực thuộc Sở Y tế, ngân hàng mô tư nhân, ngân hàng mô thuộc bệnh viện tư nhân, trường đại học y, dược tư thục trên địa bàn quản lý",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001957
Cấp giấy phép hoạt động ngân hàng mô,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003125
Gia hạn chỉ định cơ sở kiểm nghiệm thực phẩm phục vụ quản lý nhà nước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003058
"Thay đổi, bổ sung phạm vi chỉ định cơ sở kiểm nghiệm phục vụ quản lý nhà nước",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001254
Cấp lại Giấy chứng nhận đủ điều kiện buôn bán thuốc thú y,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004839
Thủ tục phong tặng danh hiệu Anh hùng lao động,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001761
"Thủ tục phong tặng, truy tặng Danh hiệu Anh hùng lực lượng vũ trang nhân dân",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000783
Thủ tục đăng ký khai sinh,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001193
"Đăng ký, điều chỉnh đóng BHXH, BHYT, BHTN, BHTNLĐ, BNN; cấp sổ BHXH, thẻ BHYT",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002051
"Sửa đổi, bổ sung giấy phép biên tập kênh chương trình nước ngoài trên dịch vụ phát thanh, truyền hình trả tiền",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000030
"Sửa đổi, bổ sung giấy chứng nhận đăng ký danh mục nội dung trên dịch vụ phát thanh, truyền hình trả tiền",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000805
"Sửa đổi, bổ sung giấy chứng nhận đăng ký cung cấp kênh chương trình nước ngoài trên dịch vụ phát thanh, truyền hình trả tiền",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000836
"Thay đổi tôn chỉ, mục đích hoạt động báo chí, tôn chỉ, mục đích kênh phát thanh, kênh truyền hình quy định trong giấy phép hoạt động phát thanh, giấy phép hoạt động truyền hình",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004098
"Xin phép trao đổi thông tin, dữ liệu khí tượng thủy văn, giám sát biến đổi khí hậu với tổ chức quốc tế, tổ chức, cá nhân nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001130
"Cấp giấy phép hoạt động dự báo, cảnh báo khí tượng thủy văn (cấp tỉnh)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000987
"Cấp giấy phép hoạt động dự báo, cảnh báo khí tượng thủy văn (cấp TW)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003099
Gia hạn Chấp thuận thiết kế kỹ thuật và phương án tổ chức giao thông của nút giao đấu nối vào quốc lộ,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000583
Chấp thuận thiết kế nút giao đấu nối vào đường quốc lộ đang khai thác,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001046
Cấp tín chỉ cho dự án JCM (TTHC cấp trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001451
Hủy đăng ký hoặc thôi không tham gia dự án JCM (TTHC cấp trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001459
"Đăng ký, phê duyệt dự án JCM (TTHC cấp trung ương)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001543
Hủy yêu cầu cấp tín chỉ cho dự án JCM (TTHC cấp trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003247
"Gửi thang lương, bảng lương, định mức lao động của doanh nghiệp",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004954
"Cấp Giấy chứng nhận huấn luyện nghiệp vụ sĩ quan an ninh tàu, cán bộ an ninh công ty",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004275
Phê duyệt kế hoạch an ninh tàu biển theo Bộ luật Quốc tế về an ninh tàu biển và cảng biển (Bộ Luật ISPS),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004281
Cấp Giấy chứng nhận quốc tế về an ninh tàu biển theo Bộ luật Quốc tế về an ninh tàu biển và cảng biển(Bộ luật ISPS),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004296
"Phân bổ mã, số viễn thông",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002497
"Cấp mới Giấy chứng nhận đủ điều kiện hoạt động huấn luyện an toàn, vệ sinh lao động hạng B (trừ tổ chức huấn luyện do các Bộ, ngành, cơ quan trung ương, các tập đoàn, tổng công ty nhà nước thuộc Bộ, ngành, cơ quan trung ương quyết định thành lập); Cấp Giấy chứng nhận doanh nghiệp đủ điều kiện tự huấn luyện an toàn, vệ sinh lao động hạng B (trừ doanh nghiệp có nhu cầu tự huấn luyện do các Bộ, ngành, cơ quan trung ương, các tập đoàn, tổng công ty nhà nước thuộc Bộ, ngành, cơ quan trung ương quyết định thành lập)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005449
"Cấp Giấy phép vận chuyển vật liệu nổ công nghiệp tại Công an tỉnh, thành phố trực thuộc trung ương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000554
Cấp Thư xác nhận Tài liệu ý tưởng dự án (PIN) theo Cơ chế phát triển sạch (CDM),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001503
Cấp Giấy chứng nhận đủ điều kiện kinh doanh xuất khẩu gạo,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000299
"Cấp lại, điều chỉnh nội dung Giấy chứng nhận đủ điều kiện kinh doanh xuất khẩu gạo",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000273
"Thủ tục cấp Giấp phép xuất khẩu, nhập khẩu sản phẩm mật mã dân sự",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001491
"Thủ tục cấp Giấy phép kinh doanh sản phẩm, dịch vụ mật mã dân sự",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001529
"Thủ tục sửa đổi, bổ sung Giấy phép kinh doanh sản phẩm, dịch vụ mật mã dân sự",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005395
"Thủ tục cấp lại Giấy phép kinh doanh sản phẩm, dịch vụ mật mã dân sự",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005396
"Thủ tục gia hạn Giấy phép kinh doanh sản phẩm, dịch vụ mật mã dân sự",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005397
Thu hồi Giấy phép hoạt động cho thuê lại lao động,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000436
"Điều chỉnh nội dung của giấy phép nhập khẩu trang thiết bị y tế có thay đổi về tên của tổ chức, cá nhân nhập khẩu hoặc tên của trang thiết bị y tế nhập khẩu",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001385
Cấp lại giấy phép nhập khẩu trang thiết bị y tế áp dụng trong trường hợp giấy phép nhập khẩu còn hiệu lực nhưng bị mất hoặc bị hỏng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001387
"Điều chỉnh nội dung của giấy phép nhập khẩu trang thiết bị y tế có thay đổi về hãng, nước sản xuất trang thiết bị y tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002599
Gia hạn giấy phép nhập khẩu trang thiết bị y tế,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002631
Cấp Giấy phép mua vũ khí tại Cục Cảnh sát quản lý hành chính về trật tự xã hội - Bộ Công an,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002318
"Cấp Giấy phép sử dụng vũ khí quân dụng tại Công an tỉnh, thành phố trực thuộc trung ương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000519
"Cấp Giấy phép xuất khẩu, nhập khẩu vũ khí tại Cục Cảnh sát quản lý hành chính về trật tự xã hội - Bộ Công an",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001427
"Cấp Giấy phép sử dụng vũ khí thể thao tại Công an tỉnh, thành phố trực thuộc trung ương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000731
Cấp lại giấy phép cung cấp dịch vụ chứng thực chữ ký số công cộng do hết hạn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000765
Cấp lại giấy phép cung cấp dịch vụ chứng thực chữ ký số công cộng do bị mất hoặc bị hư hỏng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000776
Cấp giấy phép cung cấp dịch vụ chứng thực chữ ký số công cộng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000786
"Cấp giấy phép hoạt động phát thanh, giấy phép hoạt động truyền hình",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790
"Cấp Giấy chứng nhận đăng ký cung cấp kênh chương trình nước ngoài trên dịch vụ phát thanh, truyền hình trả tiền",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000848
"Cấp Giấy phép biên tập kênh chương trình nước ngoài trên dịch vụ phát thanh, truyền hình trả tiền",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002008
Thủ tục xin cấp phép sử dụng dịch vụ Internet trong quân đội,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001663
"Thủ tục xin thiết lập trang, cổng thông tin điện tử trên Internet",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001933
"Thủ tục xin cấp phép cung cấp dịch vụ Internet cho các cơ quan, đơn vị trong Quân đội",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004927
"Gia hạn, sửa đổi, bổ sung, cấp lại, đổi tên Giấy chứng nhận đủ điều kiện hoạt động huấn luyện an toàn, vệ sinh lao động hạng B (trừ tổ chức huấn luyện do các Bộ, ngành, cơ quan trung ương, các tập đoàn, tổng công ty nhà nước thuộc Bộ, ngành, cơ quan trung ương quyết định thành lập); Giấy chứng nhận doanh nghiệp đủ điều kiện tự huấn luyện an toàn, vệ sinh lao động hạng B (trừ doanh nghiệp có nhu cầu tự huấn luyện do các Bộ, ngành, cơ quan trung ương, các tập đoàn, tổng công ty nhà nước thuộc Bộ, ngành, cơ quan trung ương quyết định thành lập).",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005450
Cấp Giấy chứng nhận đăng ký xuất vận đơn hàng không thứ cấp cho doanh nghiệp giao nhận nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004418
Cấp Giấy chứng nhận đăng ký xuất vận đơn hàng không thứ cấp cho doanh nghiệp Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004419
